Lot Number,Current Bid,Name,Brand,Model,UPC,Condition,Functionality,Damage?,Missing Items?,Damage Description,Missing Item Description,Notes,Grand Average Price,Average Shipping Price,Recommended Highest Bid Amount,Current Profit Margin,Flagged
564,$6.00,"6 Pack Champagne Rectangle Table Clothes for 6 Foot Tables, Polyester Fitted Tablecloths 6ft Stretch Table Cover for Wedding, Birthday, Parties, Trade Show, Craft Show",Wish Care,Wish Care Tablecloths,,New,Yes,No,No,,,,,,,,No
565,$6.00,"6 Pack Champagne Rectangle Table Clothes for 6 Foot Tables, Polyester Fitted Tablecloths 6ft Stretch Table Cover for Wedding, Birthday, Parties, Trade Show, Craft Show",Wish Care,Wish Care Tablecloths,,New,Yes,No,No,,,,,,,,No
566,$6.00,"Vivitar Popnap Digital Camera, White, 16X Zoom, 1080p, Micro SD, Single Pack",Vivitar,"VIPRB-44 MP Popsnap Camera, White",681066116647,New,Yes,No,No,,,,,,,,No
567,$0.00,90cm Christmas Tree PE & Pine Needles & Bullet Branches Decorated with Pinecones Red Fruit Strings Thin Snow Tree with Burlap & Pot (2 Sections),TrChrish,,,New,Yes,No,No,,,,,,,,No
568,$0.00,"Ezebaby Baby Portable High Chair with Sun Canopy, Foldable High Chairs for Babies and Toddlers with Detachable Tray and 5-Point Harness, Travel High Chair for Indoor and Outdoor Use, Pink",,,,New(other),Yes,No,No,,,Open box,,,,,No
569,$0.00,XtremeAmazing 4Pcs Front Rear Left Right Door Window Molding Weatherstrip for Tundra Double Cab 2007-2018,XtremeAmazing,Door Window Molding,,New,Yes,No,No,,,,,,,,No
570,$0.00,Hinge Adjustment Tool Heavy Duty Steel Hinge Bender Wrench with Anti-Slip Grip for .180 Gauge Commercial Doors,,ET26182-2,,New,Yes,No,No,,,,,,,,No
571,$0.00,90cm Christmas Tree PE & Pine Needles & Bullet Branches Decorated with Pinecones Red Fruit Strings Thin Snow Tree with Burlap & Pot (2 Sections),TrChrish,,,New,Yes,No,No,,,,,,,,No
572,$5.00,"Framed Abstract Wall Art Decor Canvas Artwork Wall Decor Colorful Fantasy Graffiti Art Painting Art For Bedroom Living Room Dining Room Home Office Apartment Modern Abstract Artwork Decoration 20""x40""",,,,New,Yes,No,No,,,,,,,,No
573,$0.00,ACDelco Gold 45G20633 (19463912) Rear Driver Side Suspension Stabilizer Bar Link,ACDelco,Gold,,New,Yes,No,No,,,,,,,,No
574,$0.00,"Chopping artifact, outdoor camping log separator, manual wood decomposer, chopping device (A) the Mallet is included",Ktsuoto,DA745DA,,New,Yes,No,No,,,The Mallet is included,,,,,No
575,$0.00,"TOMORAL 510 & 450 Replacement Filter for Whirlpool Whispure Air Purifier 1183054K 8171434K AP510 AP51030K AP450 AP45030K WP500 WP1000, with 2 True HEPA Filter + 8 Carbon Pre-filters",TOMORAL,AP450 AP510,,New,Yes,No,No,,,,,,,,No
576,$0.00,"US Hinge Bender Sturdy Hinge Adjustment Tool Easy Use Hinge Bender Wrench Portable Door Hinge Tool 134 Gauge or 180 Gauge Hinge Adjustment Wrench for Doors Repairing(No. 134,Gules)",,,,New,Yes,No,No,,,,,,,,No
577,$0.00,"Fenteer Door Hinge Adjustment Tool Hinge Bender Hinge Repair Tools Professional Portable High Strength Steel Hinge Adjustment Wrench, for .134 Hinge",,,,New,Yes,No,No,,,,,,,,No
578,$0.00,XtremeAmazing 2Pcs Front Bumper Lower Left and Right Side Fog Light Cover for A3 S3 2013-2017,XtremeAmazing,Fog Light Cover,,New,Yes,No,No,,,,,,,,No
579,$0.00,XtremeAmazing Engine Air Intake Hose for Optima Sonata,XtremeAmazing,28130-3S160,,New,Yes,No,No,,,,,,,,No
580,$0.00,"BestAir HW1625-11R AC Furnace Air Filter, 16"" x 25"" x 4"", MERV 11, Removes Allergens & Contaminants, Fits 100%, For Honeywell Models, Pack of 2",,HW1625-11R,,New,Yes,No,No,,,,,,,,No
582,$0.00,"Kindling Splitter Carbon Steel Log Splitter, Quick Cracker Wood, Wood Splitter for Camping, Patio, Fireplace, BBQ, Manual Firewood Splitter and Carry Bag",,PC-T,,New,Yes,No,No,,,The carrier bag is not included,,,,,No
583,$0.00,"4 Wiper Blades For My Car(26""+20"")*2 Front Windshield Wipers Replacement For Toyota Highlander 2019-2008 Camry 2022-2018 Avalon 20-19 Dodge Grand Caravan 2022-2008 Ford Edge 14-07 ACURA (Pack of 4)",SHPTDJTIC,26 + 20,,New,Yes,No,No,,,,,,,,No
584,$0.00,"16x24 Poster Frame Wood,Simple Style in 16x24 Frame Wood Display with Plexiglass for Wall Art Photo and Prints or Living Room Bedroom,Walnut Wood 1Pack",snzimtty,,,New,Yes,No,No,,,,,,,,No
585,$0.00,"(6 Pack) 24x24x1 Furnace Air Filters, MPR 1900 & FPR 10, MERV 13 Pleated Air Filter (Actual Size: 23.75""x23.75""x0.75"")",Chenzhit,24x24x1,,New,Yes,No,No,,,,,,,,No
586,$0.00,Natural Stone Shade Spherical Pendant Light Retro Mini Pendant Lamp Nordic Style Pendant Lighting for Kitchen Island Dining Room - Solid Wood Hainging Light Three-Tone Lighting,RUJYSLTO,1091552837151,,Open Box - Not Tested,Yes,No,No,,,,,,,,No
587,$5.00,"Patelai 3 Pieces 24 Cups Mini Muffin Pans 13.9 x 10.4 x 0.79 Inch Carbon Steel Cupcake Tin Trays Kitchen Cupcake Pans Nonstick Baking Pans for Baking Brownie, Cake, Dessert",Patelai,,,New,Yes,No,No,,,,,,,,No
588,$0.00,"Yotache Magnetic Screen Door for 32x80 Doors, Screen Size 34""x81"" High-Density Fiberglass Mesh with Powerful Magnets & Windproof Hasp for Front/Back Patio Doors, Black",yotache,,,New,Yes,No,No,,,,,,,,No
589,$7.00,"Huggies Natural Care Sensitive Baby Wipes, Unscented, Hypoallergenic, 99% Purified Water, 8 Flip-Top Packs (448 Wipes Total)",,31803,,New(other),Yes,No,No,,,,,,,,No
590,$0.00,"Air Filter - Allergen Pro Pleated Electrostatic MERV 10 HVAC Furnace Filter (1 Pack, 16x20x1) Filtrete",FILTERWOW,FW-M10-16x20x1,,New,Yes,No,No,,,,,,,,No
591,$5.00,"ARM & HAMMER Plus OxiClean Clean Meadow, 77 Loads Liquid Laundry Detergent, 100.5 fl oz",ARM & HAMMER,033200002611,033200002611,New,Yes,No,No,,,,,,,,No
592,$7.00,"ARM & HAMMER Plus OxiClean Clean Meadow, 77 Loads Liquid Laundry Detergent, 100.5 fl oz",ARM & HAMMER,033200002611,033200002611,New,Yes,No,No,,,,,,,,No
593,$6.00,"ARM & HAMMER Plus OxiClean Clean Meadow, 77 Loads Liquid Laundry Detergent, 100.5 fl oz",ARM & HAMMER,033200002611,033200002611,New,Yes,No,No,,,,,,,,No
594,$9.00,"Medify Air MA-40-UV Air Purifier with True HEPA H14 Filter + UV Light | 840 sq ft Coverage | for Allergens, Wildfire Smoke, Dust, Odors, Pollen, Pets | Quiet 99.7% Removal to 0.1 Microns | Black, 1-Pack",,MA-40-UV-B1,810094300135,New,Yes,No,No,,,,,,,,No
595,$0.00,"NHILES Front Door Armrest Driver Side Handle Replacement Compatible with 1999-06 Chevy Suburban/Tahoe, GMC Yukon/Avalanche Escalade Replace Part # 12472876 (Beige)",NHILES,NHILESFA0001,,New,Yes,No,No,,,,,,,,No
596,$0.00,"Bohemian Ceiling Lights,2-Light Boho Flush Mount Ceiling Lights,Hand-Woven Rattan Light Fixture Decor for Bedroom,Hallway Kitchen,Living Room etc",UPSEED,dd7723b8-fd7d-4cfa-b7bb-9c74f38d3785,,New,Yes,No,No,,,,,,,,No
597,$0.00,"ZJSF Freestanding Dog Fence Indoor, Foldable Dog Gate for Doorways, Stairs or Hallways, Sturdy Wood Extra Wide Pet Gate with Support Feet for The House, White, 24 ""Height-6 Panels",,SFTWDJ6Xb,,New,Yes,No,No,,,,,,,,No
598,$0.00,"Replacement GE Oven Bottom Heating Element WB44T10010 - Compatible with GE Spectra Oven Element, 2585W, 240V, Fast Heating & Easy Installation",,WB44T10010,,Open Box - Not Tested,Yes,No,No,,,,,,,,No
599,$31.00,"43.4""Storage chest extra large,storage trunk with 2 safety Hinges, Wooden storage Bench, Shoe Bench,43.4x15.7x19.1 Inch,Easy Assembly,storage bench for bedroom,living room,entryway,Rustic Brown",METULU,SC001,,New,Yes,No,No,,,,,,,,No
600,$8.00,"Downy Ultra Soft Fabric Softener Liquid, Refresh, Birch Water and Botanicals, 93 fl oz, 138 Loads",,30772153918,,New(other),Yes,No,No,,,,,,,,No
601,$0.00,"Wall-Mounted Foldable Drying Rack: Stylish Hollow Design, Space-Saving & Durable, 39.4"" Length, 65lbs Capacity, Easy Install, White",ZUNGKEA,DP-DR100-W,,New,Yes,No,No,,,,,,,,No
602,$0.00,"yamagahome Clothes Drying Rack Wall Mounted with Extra Storage Board, Laundry Drying Rack Collapsible with Handle, Collapsible Drying Racks for Laundry for Indoor and Outdoor, 31.5'",yamagahome,,,New,Yes,No,No,,,,,,,,No
604,$0.00,MOTOKU 4Pcs Chrome Exterior Door Handle Kit for Ford F250 F350 F450 550 Super Duty 1999-2016 Excursion 2000-2006 Font Rear Left Driver and Right Passenger Side Outer Outside,MOTOKU,7C3Z2626600AA,,New,Yes,No,No,,,,,,,,No
605,$0.00,"PERLESMITH Swivel Universal TV Stand Mount for 32-80 Inch LCD OLED Flat/Curved Screen TVs up to 99lbs-Height Adjustable Table Top TV Stand/Base with Tempered Glass Base&Wire Management,VESA 600x400mm",PERLESMITH,PSTVS21,,New(other),Yes,No,No,,,,,,,,No
606,$0.00,Inspirational Wall Art Mindset Definition Wall Art Office Wall Decor Motivational Black and White Mindset Painting Prints Artwork for Home Office 16x24in Framed,,,,New(other),Yes,No,No,,,,,,,,No
607,$9.00,"Filtrete Clean Living Basic Dust Filter, MPR 300, 20 X 25 X 1-Inches, 6-Pack",Filtrete,Bd03-6pk-2e,051141992754,New,Yes,No,No,,,,,,,,No
608,$0.00,FEVERSOLE Round Toe Lace Ballet Crochet Flats Women's Comfy Breathable Shoes,,,,New(other),Yes,No,No,,,Size 11 women,,,,,No
609,$0.00,Women's Slip on Shoes Non Slip Fashion Canvas Sneakers Low Top Casual Shoes,,,,New(other),Yes,No,No,,,Size 6 Women,,,,,No
610,$0.00,Athlefit Women's Orthopedic Arch Support Sandals Comfortable Thong T-Strap Orthotic Casual Flat Sandals,,,,New,Yes,No,No,,,Size 8.5 women,,,,,No
611,$0.00,"RAIL System Accessory Set (3-Piece) with Base, Magnetic Bit Bar Attach, 180 Magnetic Tray, (2) Screws, (4) Impact Bits",RYOBI,A10RA01,033287233618,New(other),Yes,No,No,,,,,,,,No
612,$0.00,Ankis Womens Fuzzy Memory Foam Slippers Cross Band Cozy Plush Home Slippers Fluffy Furry Open Toe House Shoes Indoor Outdoor Slide Slipper,,Women White Fuzzy Fluffy Slippers,,New,Yes,No,No,,,Size 8 women,,,,,No
613,$0.00,Mantieqingway Black Bow Ties for Men Clip on Oversize Bow Tie Pre Tied Adjustable for Wedding Graduation Dinner,,Bow Tie,,New(other),Yes,No,No,,,,,,,,No
614,$0.00,Motorcraft WLRA7 Ford F-150 Front Driver Side Power Window Motor Gear,Motorcraft,Regulator,,New(other),Yes,No,No,,,,,,,,No
615,$0.00,The Philippines Rainbow Flag Retro Mesh Baseball Cap Men Women Sport Caps Trucker Hat,,,,New,Yes,No,No,,,,,,,,No
616,$0.00,Embolization for treating aneurysm in the brain Canvas Wall Art Print Framed Artworks Brainstem Diagram Synapse Receptor Cell Neurology Biology Science Teacher Neurologist Clinic Poster Office Decor,,1SGnbd8qnvg-four,,New,Yes,No,No,,,,,,,,No
617,$0.00,"DART 6B12 Foam Container, 6 oz, White, Squat, 1000 count",,6B12,,New,Yes,No,No,,,,,,,,No
618,$5.00,"ASDFGHT Drill Holder Wall Mount- Drill Storage Rack Wall Mount (black 2 Pack), Power Tool Organizer It will be the ideal storage solution for your workshop or garage, Father's Day Gifts",ASDFGHT,XU-13091-6,,New,Yes,No,No,,,,,,,,No
619,$0.00,"Inspire Adult Wet Wipes, Wash Cloths | Adult Wipes for Incontinence & Cleansing for Elderly, 8""x12"" (50 Count (Pack of 1))",,,,New(other),Yes,No,No,,,,,,,,No
620,$0.00,"Clear PVC Table Cover Protector 36x56 inchs / 90x143 cm, 2 (mm) Thickness Translucent Frosted, Plastic Table Cover, Dining Waterproof PVC Clear Table Cover Protector, Writing Desk Protector Mat",generic,Tablecloth Clear Pads Transparent Mat,,New,Yes,No,No,,,,,,,,No
621,$0.00,DREAM PAIRS Women's Wide Calf Cowboy Boots Pull On Cowgirl Boots Mid Calf Western Boots,,D224-FA1BO1AA17-AA22WA-419340602198,,Used,Yes,No,No,,,7 anda half,,,,,No
622,$0.00,Sword Holder Katana Wall Mount Katana Stand Samurai Display Rack Support All Tanto Sword Wakizashi Kirin 1-Tier,,,,New(other),Yes,No,No,,,,,,,,No
623,$0.00,"Hinge Adjustment Tool, Hinge Bender Wrench for .134 Gauge Commercial Door, Heavy Duty Hinges Wrench with Long Handle Rubber Grip",FLY TERNS,FLY TERNS_hingetool_0898,,New(other),Yes,No,No,,,,,,,,No
624,$5.00,Crocs Women's Capri V Glitter Flip Flop Size 10W,,202502,,New,Yes,No,No,,,Size 10 W,,,,,No
625,$0.00,"Inspire Adult Wet Wipes, Wash Cloths | Adult Wipes for Incontinence & Cleansing for Elderly, 8""x12"" (50 Count (Pack of 1))",,,,New(other),Yes,No,No,,,,,,,,No
626,$0.00,"W4B Modern Pink Forest Leaves Wallpaper. Ecological Paper (No Solvent). Easy to Apply/Remove. 8 Sheets of 39.4x27.5 inch (59.2 sq ft). House, Furniture Decoration and Renovation. Made in Italy.",WALLPAPERS 4 BEGINNERS,,,New(other),Yes,No,No,,,,,,,,No
627,$0.00,DREAM PAIRS Kitten Heel Low Heel for Women Closed Pointed Toe Pumps Wedding Party Sexy Dress Shoes Lowpointed,,46414-LOWPOINTED-BLACK NUBUCK-SZ-5,,New(other),Yes,No,No,,,8.5,,,,,No
629,$0.00,Girls Slippers Fuzzy Warm Soft Slipper,,,,New(other),Yes,No,No,,,Size EU 40-41,,,,,No
631,$5.00,Shinai Sword,,,AI_3833970,New,Yes,No,No,,,,,,,,No
633,$0.00,Living proof Scalp Care Dry Scalp Treatment,,2393,,New(other),Yes,No,No,,,,,,,,No
634,$0.00,Stop Aging Now AcidRelief360 Ultra (1-Pack),,,,New(other),Yes,No,No,,,,,,,,No
635,$0.00,Sword Holder Katana Wall Mount Katana Stand Samurai Display Rack Support All Tanto Sword Wakizashi Kirin 1-Tier,,,,New(other),Yes,No,No,,,,,,,,No
636,$5.00,Shinai Sword,,,AI_3833970,New,Yes,No,No,,,,,,,,No
637,$0.00,"Inspire Adult Wet Wipes, Wash Cloths for Incontinence & Cleansing for Elderly, 8""x12"" (50 Count (Pack of 5))",INSPIRE,,893765001708,New,Yes,No,No,,,,,,,,No
638,$0.00,"Xikar PUROFINE Premium Butane Fuel Refill with 0 Impurities - Premium Quality Fuel for Jet Flame Lighters and Torches - High Altitude Formula, 8oz (400ml)",,xikar,,New,Yes,No,No,,,,,,,,No
639,$0.00,Mopar Oil Filter Cry04884899Ac,,,840984135752,New,Yes,No,No,,,,,,,,No
640,$0.00,"Heavy Duty Log Splitter, XL Upgraded Manual Wood Splitter with Quenching Hardened Sharp Blade for Hardwood, Kindling Splitter, Wood Splitting Wedge",,,,New(other),Yes,No,No,,,,,,,,No
641,$0.00,Sing 2 DVD,,3SS-DP52,,New,Yes,No,No,,,,,,,,No
642,$0.00,"One A Day Women's Petites Tablets, Multivitamins for Women, 160 Ct",One A Day,16500545897,016500545897,New,Yes,No,No,,,,,,,,No
643,$0.00,"Hinge Adjustment Tool, Practical, Portable Hand Tool Hinge Wrench Heavy Duty for Commercial Door Hinges Home, 180 Gauge(134 Gauge)",RYGVPR,HYGM,,New,Yes,No,No,,,,,,,,No
644,$0.00,Swiffer Sweeper 5.4 in. Wet Microfiber Mop Refill Pad 12 pk,Swiffer,80374006,037000351542,New,Yes,No,No,,,,,,,,No
645,$8.00,"White L-Shaped 3-Piece Faux Leather Sofa with Storage Ottoman Set, Sectional Couch Sofa Set for Living Room, Office, Small Space",UOCFYK,,,New,Yes,No,No,,,No ottoman,,,,,No
646,$6.00,Mast Tattoo Gun Wireless Kit Rotary Tattoo Pen Machine Complete Kit 2 Batteries Pro Needles Cartridges Kit Black Ink for Beginner,,,,New,Yes,No,No,,,,,,,,No
647,$0.00,Sword lishijianjia,eroton,,,New,Yes,No,No,,,,,,,,No
648,$5.00,"Door Hinge Adjustment Tool for Hinge Gap Adjusting Wrench:Heavy-Duty Door Gap Adjustment Tool,Hinge Hole Adjustment Wrench, knuckle bender (.134 Gauge) for Noise Elimination,Sagging Door Repair",YAMLMJ,YAMLMJ DOOR HINGE ADJUSTMENT TOOL,,New,Yes,No,No,,,,,,,,No
649,$0.00,"Extra Large Yoga Pose and Breathing Exercise Cards for Kids - Promote Mindfulness, Meditation and Self Care for Children - A Fun Preschool Game - Teach Kids Mindfulness Tools Through Yoga",Talking Point Cards,,9358053000500,New,Yes,No,No,,,,,,,,No
650,$0.00,"W4B Modern Pink Forest Leaves Wallpaper. Ecological Paper (No Solvent). Easy to Apply/Remove. 8 Sheets of 39.4x27.5 inch (59.2 sq ft). House, Furniture Decoration and Renovation. Made in Italy.",WALLPAPERS 4 BEGINNERS,,,New,Yes,No,No,,,,,,,,No
651,$0.00,"Extra Large Yoga Pose and Breathing Exercise Cards for Kids - Promote Mindfulness, Meditation and Self Care for Children - A Fun Preschool Game - Teach Kids Mindfulness Tools Through Yoga",Talking Point Cards,,9358053000500,New,Yes,No,No,,,,,,,,No
652,$0.00,"W4B Modern Pink Forest Leaves Wallpaper. Ecological Paper (No Solvent). Easy to Apply/Remove. 8 Sheets of 39.4x27.5 inch (59.2 sq ft). House, Furniture Decoration and Renovation. Made in Italy.",WALLPAPERS 4 BEGINNERS,,,New,Yes,No,No,,,,,,,,No
653,$0.00,"18 x 24 Poster Frame Wood,Simple Style in 18x24 Frame Display with Plexiglass for Wall Art Photo and Prints or Tabletop Living Room Bedroom,Natural Wood 1Pack",snzimtty,,,New(other),Yes,No,No,,,,,,,,No
654,$0.00,Sword Holder Katana Wall Mount Katana Stand Samurai Display Rack Support All Tanto Sword Wakizashi Kirin 1-Tier,,,,New(other),Yes,No,No,,,,,,,,No
655,$0.00,Sword lishijianjia,eroton,,,New,Yes,No,No,,,,,,,,No
656,$0.00,Sword lishijianjia,eroton,,,New,Yes,No,No,,,,,,,,No
657,$0.00,Avaya 1416 Digital Deskphone or Avaya 1416 Digital Telephone,,700469869,,New,Yes,No,No,,,,,,,,No
658,$0.00,Avaya 1416 Digital Telephone Global (700508194) by Avaya,Avaya,700508194,,New,Yes,No,No,,,,,,,,No
659,$0.00,"Supveco Case for iPad Air 11 Inch (M3 2025/M2 2024),iPad Air 5th/4th Generation 10.9 Inch 2022/2020 with Pencil Holder-Auto Wake/Sleep,Premium Folio Stand Soft TPU Back Cover-Orange",Supveco,,,New(other),Yes,No,No,,,,,,,,No
660,$0.00,GoSports Baseball Strike Zone Target for Plastic Balls - Compatible with Blitzball and Wiffle Ball,GoSports,Baseball Strike Zone Targets,,New,Yes,No,No,,,Stock photo is actually different from the actual product,,,,,No
661,$0.00,"Green Gift Box (10"" x 6"" x 3"") with Magnetic Closure Lid for Presents, Bridesmaid Gifts, Luxury Gift Packaging",ROSTELACK,,,New(other),Yes,No,No,,,,,,,,No
662,$0.00,"Hinge Adjustment Tool, Hinge Bender Wrench for .134 Gauge Commercial Door, Heavy Duty Hinges Wrench with Long Handle Rubber Grip",FLY TERNS,FLY TERNS_hingetool_0898,,New(other),Yes,No,No,,,,,,,,No
663,$0.00,"W4B Modern Pink Forest Leaves Wallpaper. Ecological Paper (No Solvent). Easy to Apply/Remove. 8 Sheets of 39.4x27.5 inch (59.2 sq ft). House, Furniture Decoration and Renovation. Made in Italy.",WALLPAPERS 4 BEGINNERS,,,New(other),Yes,No,No,,,,,,,,No
664,$0.00,"18 x 24 Poster Frame Wood,Simple Style in 18x24 Frame Display with Plexiglass for Wall Art Photo and Prints or Tabletop Living Room Bedroom,Natural Wood 1Pack",snzimtty,,,New(other),Yes,No,No,,,,,,,,No
665,$0.00,"Green Gift Box (10"" x 6"" x 3"") with Magnetic Closure Lid for Presents, Bridesmaid Gifts, Luxury Gift Packaging",ROSTELACK,,,New(other),Yes,No,No,,,,,,,,No
666,$0.00,"Green Gift Box (10"" x 6"" x 3"") with Magnetic Closure Lid for Presents, Bridesmaid Gifts, Luxury Gift Packaging",ROSTELACK,,,New(other),Yes,No,No,,,,,,,,No
667,$0.00,"WISELIFE Kitchen Floor Mat Cushioned Anti-Fatigue Kitchen Rug,17.3""x39"",Non Slip Waterproof Kitchen Mats and Rugs Heavy Duty PVC Ergonomic Comfort Mat for Kitchen,Office, Sink, Laundry,Grey",WISELIFE,,,New,Yes,No,No,,,,,,,,No
668,$22.00,PowerBlock SportBench and PowerBlock Elite 50 Dumbbell single. - Walmart.com,,,AI_3837453,Very Good,Yes,No,No,,,,,,,,No
669,$0.00,"Bissell CleanView Compact Upright Vacuum, Fits in Dorm Rooms & Apartments, Lightweight with Powerful Suction and Removable Extension Wand, 3508",Bissell,CleanView Compact,,Used,Yes,No,No,,,,,,,,No
670,$0.00,"Christmas Candy Cane Lights 12Pcs Christmas Pathway Lights with 72 Count Incandescent Clear Lights, Connectable 12 Inch Pathway Makers Lights for Indoor Outdoor Walkway Patio Yard Lawn Decorations",,HCH-36/1F-E19,,New,Yes,No,No,,,,,,,,No
671,$100.00,"Tube and Pipe Notcher, Steel",,WFN3,,Used,Yes,No,No,,,,,,,,No
672,$5.00,"2 Pack Grow Lights for Indoor Plants, 6000K 243 LEDs Light for Seed Starting with Full Spectrum, 45in Height Standing Plant Light, 3 Switch Modes for Wide Area Coverage in Indoor Plants",Porikg,HD-PL-23AC20,,New,Yes,No,No,,,,,,,,No
673,$0.00,"E-BOGU Black Polypropylene Ninja Ninjutsu Practice Sword (34.5"")",E-BOGU,,,New,Yes,No,No,,,,,,,,No
674,$0.00,"Women's Cocktail Dresses for Women Evening Party, Tea Party Dress for Women 2024 Wedding Guest Dress Prom Semi Formal Dress",,MNNRTZ35DressBlackS,,New,Yes,No,No,,,,,,,,No
675,$0.00,Serta Orthopedic Quilted Couch Dog Bed for Pets Chocolate Brown (Large),Serta,,,New,Yes,No,No,,,,,,,,No
676,$0.00,"Shatterproof Tape-On Window Rain Guards Fit for 2017-2022 Ford F250 to F550 Super Duty Crew Cab, Extra Durable Outside Window Deflectors, Vent Window Visors for Cars, Vent Deflector, 4pcs",HOPE YOU READY,Rain Guards Window Visor,,New,Yes,No,No,,,,,,,,No
677,$5.00,"Vinyl Standard 1-Inch Plate Weight Plate for Strength Training and Weightlifting, Pairs or Sets",Fitvids,Vinyl Weight,,New,Yes,No,No,,,,,,,,No
678,$0.00,"DNA MOTORING ZTL-25RAW-8P 8 Pcs 2.5 Inches Mild Steel DIY Custom Exhaust Tubing Mandrel Bend Pipe Straight & U-Bend Kit, Universal Fit",,ZTL-25RAW-8P,,New,Yes,No,No,,,,,,,,No
679,$5.00,"NEEWER 13ft/4m Air Cushioned Light Stand, Heavy Duty All Metal Photography Tripod Stand with 1/4 to 3/8 Reversible Spigot, 3 Way Mounting Interface & Metal Locking Knobs, Max Load 6.5lb/3kg",,ST-400AC,,New,Yes,No,No,,,,,,,,No
680,$0.00,Cargo Mat for 2023-2025 Honda Pilot Floor Mats with Backrest Mat Cargo Liner Replacement for Honda Pilot Accessories Door Sill Protector Trunk Mat,HOUCLEMIC,23-25-HP,,New,Yes,No,No,,,Stock photo was wrong the color is black,,,,,No
681,$0.00,"HEAD Mens Womens Unisex Touchscreen Compatible Ski Gloves - Zippered Heat/Storage Pocket, Enhanced Grip, Comfort, Versatility (Gray, Large)",HEAD,1601709,,New,Yes,No,No,,,,,,,,No
682,$5.00,"Wedge Pillow, 10 inch Bed Wedge Pillow for Headboard, Pillow Wedge for Acid Reflux Relief, Sleeping, Back Pain Relief, Snoring, Triangle Pillow Wedge - Cooling Memory Foam Top, White/Grey",Bedluxe,wedge pillow,,New,Yes,No,No,,,,,,,,No
683,$0.00,"Donepart Trailer Wiring Harness Kit, 4 Pin 4 Flat 25ft Trailer Wiring, Wishbone Style, 18AWG Color Coded Hitch Wiring Harness Connector Parts Fit for Utility Trailer Boat UTV Lights",Donepart,,,New,Yes,No,No,,,,,,,,No
684,$0.00,"Knee Scooter, All Terrain Foldable Knee Scooter Walker, Disc Brake Knee Walker for Foot Injuries Compact Crutches Alternative",,WB-2202,,Acceptable,Yes,No,No,,,Missing seat cushion,,,,,No
685,$0.00,"Soke Case for Samsung Galaxy Tab A9 2023, with Built-in Screen Protector and Kickstand, Rugged Full Body Protective Cover for Galaxy Tab A9 8.7 Inch Tablet SM-X110/X115/X117,Purple",,,,New,Yes,No,No,,,,,,,,No
686,$21.00,"MACKENZIE-CHILDS Enamel Whistling Tea Kettle, Decorative Teapot for Stovetop, White Flower Market",MACKENZIE-CHILDS,89275-95,,New(other),Yes,No,No,,,Really good condition,,,,,No
687,$16.00,Hoover SmartWash Bagless Carpet Cleaner 10 amps Standard Multicolored,Hoover,FH52000G,073502045459,New,Yes,No,No,,,,,,,,No
688,$0.00,United Filter 16x25x4 Air Filter MERV 8 Pleated Dust Defense (Pack of 2) - Pleated HVAC AC Furnace Air Filters Replacement (Actual Size: 15.50 x 24.50 x 3.63 Inches),United Filter,UF8-41625-6,,New,Yes,No,No,,,,,,,,No
689,$5.00,Vornado 630B Air Circulator,Vornado,,043765004166,New,Yes,No,No,,,,,,,,No
690,$38.00,"MACKENZIE-CHILDS Enamel Tea Kettle, Stylish Tea Kettle for Stovetop, Pink-and-White Rosy Check, 2 Quarts",MACKENZIE-CHILDS,89257-740,,Very Good,Yes,No,No,,,Missing top decorational part,,,,,No
691,$5.00,On Men's Cloud X 3 Shift Sneakers,,60.98705,,Very Good,Yes,No,No,,,These have a small rip in the right shoe near the toes,,,,,No
692,$0.00,"O-Cedar EasyWring Microfiber Spin Mop, Bucket Floor Cleaning System, Red, Gray, Standard",O-Cedar,153185,,New,Yes,No,No,,,,,,,,No
693,$17.00,"MACKENZIE-CHILDS Rosy Check Kitchen Canister, Decorative Pink-and-White Glass Storage Jar with Lid, Medium",,89247-740,840115688058,New,Yes,No,No,,,,,,,,No
694,$8.00,"FOCUSLINE 350 Ct Gold Dinnerware Set for 50 Guests - Gold Rimmed White Disposable Plastic Plates, Includes 50 Dinner & Salad Plates, Cups, Cutlery Set for Wedding Parties",FOCUSLINE,FL350LBGOLD,,New,Yes,No,No,,,,,,,,No
695,$14.00,"Beats Solo3 Wireless On-Ear Headphones - Apple W1 Headphone Chip, Class 1 Bluetooth, 40 Hours of Listening Time, Built-in Microphone - Black",,Beats Solo3,,Open Box - Not Tested,Unable to Test,No,Yes,,Charging cable,This item is missing the charging wire,,,,,No
696,$0.00,Rain-X Latitude 24 in. All Season Windshield Wiper Blade,Rain X,5079280-2,079118100803,New,Yes,No,No,,,,,,,,No
697,$5.00,Dr. Brown's Bottle and Pacifier Sterilizer and Dryer - Gray,,,072239320372,New,Yes,No,No,,,,,,,,No
698,$10.00,"Mulberry Lane Co. Handmade Black Vase - 9.5' Tall, Black Ceramic Vase, Antique Decor with 3 Ear Design, Wide Mouth, Non-Slip Bottom, Matte Finish for Home Decor, jarrones decorativos para sala",Mulberry Lane Co.,,,New,Yes,No,No,,,,,,,,No
699,$0.00,Logitech - 920-004536 - mk270 Wireless Combo,,920-004536,,New,Yes,No,No,,,,,,,,No
